date,ABEV3.SA,ALOS3.SA,ALPA4.SA,AZUL4.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BOVA11.SA,BPAC11.SA,BRAP4.SA,BRAV3.SA,BRAX11.SA,BRFS3.SA,BRKM5.SA,CASH3.SA,CBAV3.SA,CCRO3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DIRR3.SA,DXCO3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GMAT3.SA,GOAU4.SA,GOLL4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MDIA3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SIMH3.SA,SLCE3.SA,SMTO3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2023-11-30,41991100,6751100,5872300,14379800,2879900,43356300,17708200,7282900,54061000,9110200,31753700,4629068,4784759,12374200,6783700,4483800,831,21141600,7278400,3196500,2314900,9067500,54524470,9904900,25019400,2615800,155001600,12782800,10113700,9014200,15358500,9087500,3547700,2603600,4244500,7302200,8643400,3366700,13225700,23528700,1991200,8362300,2395300,4646000,23382129,8605500,12821700,7698200,137071700,4508000,5380900,3382800,1863900,54974552,47406480,18510200,16402600,30841690,5580500,825800,282840100,3439100,24957300,11041000,2075000,9347300,7203500,15990200,58808800,8521300,22197800,1195800,6233700,19272500,23094100,22087700,6157900,2036000,8891700,2567800,2884700,4211600,3319000,2680500,3471500,8846800,1717800,9877100,6671700,12454500,12679500,29712900,6187300,22178500,12657600,8086700,3895400
2023-12-01,30042200,8726900,5825500,10602800,2341400,28188700,9473200,6071000,43911800,13397300,14455600,2455208,4614746,12790100,3586600,6411900,1176,7831700,20003800,1392500,3952600,8151900,18834010,8451800,29232600,3172300,17557100,5866800,4448600,11355600,26803000,7888800,2601300,2653200,4307200,2174000,6252000,870100,15946800,16344400,2101900,7285500,2620100,3711400,15088566,8243300,9900000,4971500,70437200,2185700,3863100,3711700,2997800,28037260,33572440,6808000,20666500,32649100,5792100,1376000,243562100,4466300,14826800,18886300,5709500,9395300,5858900,7137500,36388100,9414600,14432700,1801100,8743100,5269500,14893800,18953400,9723000,4624900,11580200,1742000,2729400,3180700,4438200,1629500,2414600,18398600,1388600,6401700,4222700,3904200,21636700,25025200,4430100,17184600,3569000,5005000,3132500
2023-12-04,9861400,2945100,3966500,12959600,1787700,45646100,6957900,4472100,24320200,6664100,11133100,1886056,3767844,5576600,2998400,9004000,567,8911100,8646800,1065300,4042800,5756800,11844820,12737000,15009000,670700,23822000,6784200,3126600,6118500,14697200,4442200,1923900,2482100,7521700,3998000,3904900,675900,8967100,6655400,1734800,4748300,1754400,1760700,13020245,4661200,7872700,13253200,64564200,1535200,1930400,1720600,2826500,17208853,14284490,4051000,11521000,22209330,6420800,779500,199216900,4255100,10473300,14559200,1334600,19899300,8322400,10965100,35601900,6284000,11542400,1439500,5134900,2732700,7574400,11239700,4424300,3915200,3827700,1727300,1852800,2458800,2594000,1249800,3910800,6169600,1030800,3479400,3092800,4896000,12060300,22402300,4159700,11585000,3725800,5514000,2630700
2023-12-05,36765000,3506600,2816200,15566600,1755800,40133100,5862900,5462900,33186200,6923600,9146800,2355684,2878675,4812000,2685700,10051300,468,15128900,7183100,2132600,8309100,4570500,14301950,9313300,20414400,1008100,21711000,4902200,9690300,5092900,29256100,7922700,2765000,2753400,4175600,1288600,8120800,1171200,7361200,8846800,1270500,5702300,2441900,2511800,10398244,8815200,6448300,8526200,36738900,3701200,2204700,3708900,2405900,19942003,28568210,5428600,6519900,17967290,10433200,888000,191393600,5661700,14703700,19173200,2685500,6594900,24028400,13115200,43234200,29846000,13318300,1834500,14321900,4504900,14022900,41571800,4342400,4149600,5747200,1215100,2189900,3346800,7631600,2954200,4561800,16349300,2456100,5088100,3327900,9847400,7436900,25179500,4182300,28878500,2896200,5143900,3518200
2023-12-06,20919500,3838200,3116100,10879700,1964100,41140900,8820100,7757900,33542000,6562700,11619400,1564588,2838764,5587000,2781900,8582400,2460,12293700,6260000,1182100,3906200,3878300,17932590,9050900,20653000,1679200,17047100,9573300,5504000,8883300,37386700,6006100,1943100,2067200,3745000,1309700,3695000,966000,7253100,8013400,1857100,7490600,2375700,1398300,11545085,6391800,7906200,7879200,41460700,6357400,3167300,1946300,1957700,17318850,25616910,9732700,4264100,21495430,5135700,963700,132156800,2596200,13803200,10330200,1957600,15998800,16033400,11245700,64179200,9142600,21444600,1106700,10643400,3479000,7911100,47800500,5538900,3026600,3620800,1393100,2475700,2321900,2590800,3264100,4049200,16752800,968900,7476600,1934100,8460200,8876900,20503900,2840000,18923900,4135000,5700700,2558600
2023-12-07,11940500,1788700,2259100,8723200,2653800,19636000,5780700,3124600,26382800,8654400,15087000,2736492,2851292,7984300,1218800,6996300,1233,6792600,5065400,1375500,3706100,4526600,18082870,6730000,19098100,1072300,15372500,33230300,4908000,9163800,35927600,12760700,3499100,2205000,9645400,2330600,2801500,735600,4651300,10723600,1210400,3114600,3006200,3509000,10417804,4531500,6866000,6377100,40109200,2876600,1771400,1665900,2005300,12307616,22120340,4454900,8928800,21197660,18685400,654000,132959700,1856500,8579200,11631400,1226800,23381300,25665301,9572000,64723900,12854800,11960600,1518800,5992700,3952500,5297000,22088700,5635500,3764500,4266800,1234300,6076400,3005500,3082600,4393700,5044200,9633600,1352600,7193600,1771000,4967900,15879200,17535800,3161600,10681400,3796000,4183000,4337700
2023-12-08,16690900,3420800,2089900,13593600,2995000,31813900,10392100,4053300,40696300,4643700,10949700,3603480,4746015,5529600,1476800,7658700,781,9335000,7037000,1935300,5422000,5513800,16997370,6119100,20469500,1067400,17728000,9609300,7023600,4109400,21122500,7113900,799400,3468600,3360000,1132600,5636300,1280800,3763800,5575700,1287900,5501600,1942300,2154800,19615088,6154200,9060400,5362900,46799900,1561400,2246500,1981400,1580200,15222478,20371230,5190000,5518500,20110530,5250500,444900,191987000,2427900,7977700,9392800,2482400,12548300,12306600,9789800,53290700,16413100,16670000,2431500,5991400,3065800,9553200,14112100,8678400,4714900,4508200,846800,2079500,2629800,6273200,4422800,6326300,4421900,1091000,6383200,3756400,5747600,8137100,16083200,4500000,14472600,2941400,5927600,3309300
2023-12-11,11080900,2744800,1304500,8194800,2443900,39856100,5737000,3355700,17300300,2863200,6561900,1170552,3169394,2798600,1056000,6627000,16411,4398400,8083800,1303200,2926800,3971400,27154660,7140300,26372700,1025100,9787500,8109500,5293000,4363400,9429700,3617600,783300,2768500,2040500,940200,4638600,601600,6583500,4579300,727300,3998000,1022000,1084300,6216002,5931900,5340600,5047500,39678400,1895000,1406000,1045200,21537000,14902929,21355840,3996100,4394500,13460370,3823000,611600,77168200,1490200,4790500,8216900,2083600,4289600,19464199,5073100,30613300,5999200,6086600,2259600,4487100,3384600,6339200,16540400,5592700,1702200,3469000,763900,2452000,2258900,5538400,1785200,4377200,3377700,1218900,7326400,3949200,2339800,8389700,15443400,2918300,7850700,3152600,4105000,1785800
2023-12-12,10541600,2211700,1476900,6235200,1637500,44275900,12531800,22188200,114069600,3673700,9284300,1858912,3484382,3262800,1422600,8988600,1268,8893700,6636800,1286600,3162000,2853000,21997560,3434100,28593300,959400,9042800,4396000,2691700,2861500,14475800,4294900,1347600,1683300,2828700,868500,4128500,635700,4392200,7655900,977200,4348200,871500,1057100,7563243,1990100,12694600,7196800,167902700,2255700,1636600,1021500,4136800,11382926,16335220,3939800,3772200,15500210,18986600,832100,118000900,16550200,3809600,7517600,1338500,4127400,9224700,5063800,30371500,4702800,12409100,843700,3397300,3228000,8862900,14664100,3495000,2240300,3772100,632800,1389600,6258700,2087200,1836700,1964700,2162800,835800,5290900,8252900,4110400,8503000,11036300,4001400,11131600,2944000,3469600,1602100
2023-12-13,53960800,8839100,2605400,13283100,1823500,64190500,18080000,8599000,73283800,19319300,14742400,4485032,6023541,9669500,2897500,8400000,1770,10051500,10663000,1805600,5714000,9647400,27521780,11450400,25751300,2437200,26091000,12753000,9204800,6435000,21272700,7747700,5202600,3913300,2679500,1512700,8823800,1862900,7257200,8756700,4266100,14649300,7558800,4139700,9091564,5871000,7805200,8899800,76800300,3080000,3677100,2313100,4019000,31813959,51948930,6426600,6176400,26896210,13031000,739200,218602900,5781600,6647300,20070900,2382800,11248900,7235800,13523200,38992900,13530900,10826300,1534900,6663200,8263000,42550000,23179400,8643500,4347600,8405100,1659500,4360100,4399200,4085400,1733600,4099100,4444500,1543600,10133200,5120500,5941000,11004500,25288200,4810200,14165700,5879800,6245100,4254300
2023-12-14,60791700,5433500,5189600,13879000,3166100,69818600,18436600,8897900,62827600,9833200,14397300,3134184,8207858,11432800,3726000,14011300,1122,8607500,6786900,1845200,5637200,9707900,24052470,8174500,30474100,2255400,35208100,8256500,14338900,6001300,28496000,11053900,4775900,7647700,4502200,2093000,8626900,1235100,6044400,5747400,4168900,14938800,2694500,2831500,13155005,10066200,9861300,8425200,93302300,2364100,5687100,2112400,5626400,26543392,46830410,7535500,6305200,29982590,28873200,909800,215080300,7031500,6915500,23258600,4350900,17004700,6049400,14065900,57950000,21645100,13677700,1672600,7123800,7591300,25824000,64134600,6239000,5496900,16939300,1966000,2486500,6529100,4918200,2374800,4036500,5219600,1734600,7233300,4693900,6224800,12420700,29454300,9075200,16489900,4561600,5864700,6307900
2023-12-15,33719700,3204000,2748900,25827300,2444100,52175400,18158500,8399000,74469300,7272300,10961300,19584500,5585629,9322100,3685100,11885500,2066,6981900,6509900,2298700,3141500,5849000,40968460,6307000,27434600,3948000,29532700,17288500,7599200,12206400,13730000,4716800,1943300,3614700,4049000,2453500,8543300,1945400,7619900,10378000,8653000,8425000,1381000,5960000,21263769,5522400,27671600,8649900,74466300,5517100,3433300,2551500,2600000,65227350,30761830,14649300,5662900,36693800,20072300,1312300,246970600,2397800,21705000,13110300,2685200,10683000,6522000,11963000,56570100,27631000,26749100,2120300,5764700,7091600,23197000,45713000,5775000,4637700,6791000,2663500,2980000,2486100,8888700,3260400,2541900,7375600,3565500,8673400,3942100,6630300,18942800,23279500,7122400,12916800,7019800,11383700,2917100
2023-12-18,24363100,2991000,6423100,10626700,1265200,22756700,7759100,6348100,68532600,6111100,7300300,11689400,3277656,6517200,6731700,4958200,2256,5071300,4602500,1354300,3524300,4677200,28100410,4611800,21489600,2149100,15003600,5475600,5325400,8989400,10108900,5163100,1474200,3232700,3212100,1988300,7237900,1007700,9985900,4697000,3826200,9017000,954900,2570800,13194125,5716800,9725100,5409100,55542400,2496200,1591400,1621900,1817300,28050655,30603870,7989100,8589700,11660110,4841000,904300,124337700,2110300,8051300,13112700,2047400,7712700,4414900,9104000,44474300,19765500,10262300,1374400,4418600,3228300,23082200,24794200,3622400,3074500,5401100,1656200,2216600,2514200,4411600,2457500,1865800,4034800,1461000,5489700,3099500,4836700,10822800,16333400,3928300,15060000,2666000,5052100,2507300
2023-12-19,32674700,3373100,2665300,16272000,1432700,30892100,7733500,9446000,31387900,6040300,8741800,7394400,3172241,4546100,3255600,3900900,7051,9045000,7871000,1617700,2940300,7836900,25902890,5701200,19612200,1459800,16845400,9922700,5107100,6513800,11519300,2994800,1582400,4172600,1687100,3116100,5161800,1061300,19043500,5294400,1858800,13459400,1332300,1614200,14714286,4582700,12192500,8247000,73841600,1498900,1805300,1569100,6715800,21618955,26301220,9284900,5696200,12266760,3382000,912100,129606800,1598900,7581900,7031300,1948200,4837800,7159000,10195200,32183000,23051400,4214700,1239500,3551600,3979000,13699100,25810200,526850000,2216800,5342100,2285800,2903300,1602700,3710100,1491600,5688100,3756000,1520900,5499200,2109300,5188300,6920600,21763700,3267000,11419500,2632400,4893400,3291900
2023-12-20,24316200,3617000,2281700,12295100,1787900,34277600,7826900,4317200,28935500,3834700,18980900,11953800,3882111,5570600,2714400,6168300,1287,7045800,6024900,1401000,3195500,5609100,19615570,6489300,20929300,1220100,7486400,15775800,8192000,5225600,11856500,3894700,1445500,3651100,1912200,1466500,8863400,1200400,8345900,4219000,1562900,18748500,1139700,2345100,7553883,5697500,6599800,6218900,128681700,1510000,2846700,1575100,2963700,18356595,25073290,13693500,3990000,13762320,9108000,682100,170623100,8916900,11704200,9901300,2208300,5131800,6849500,12856700,38947900,29840700,6991300,2183600,4995000,5203400,7438400,18861600,3671400,1327300,7268800,3499700,2755000,2880700,2887900,1637200,5464400,4724500,1667800,4295800,5407400,5476000,5003400,14147900,6032100,12281200,4505800,6796400,2274600
2023-12-21,28969600,4754700,2996200,13168500,1311100,29293900,10003900,4673500,30227000,3199900,7313400,5324300,4749171,6340600,3190400,3444200,1724,6111100,9509600,1119600,6632400,6211500,36619960,4446300,12984000,743700,13154800,8942500,6368100,6737700,14888400,6117900,1645100,2902300,2438300,803900,3979000,616000,8964600,5129500,1380600,8116500,1120300,2266700,9143644,10339500,7875600,7622100,53828000,2177300,2411300,1367800,1892500,13328488,23994300,7837500,5491600,20193250,6555700,1034900,122592800,5187400,7529500,25622500,1927200,7087200,4524300,5735600,30511900,10355200,8095500,1879500,3736900,3354400,9939400,20313400,2212900,2762100,5645600,2041100,3248100,2407600,1738900,2722700,10597100,2668100,974900,6373800,3251200,5556100,16479900,24202600,3351500,9683700,2519600,4939500,1685000
2023-12-22,19864700,4210500,2684400,12767000,1503200,28239600,7303200,5660600,36672400,2546200,7347200,4105700,2840232,4830100,2425400,3644200,910,6864300,4891500,1192900,7794700,10245700,21750690,5260600,21472400,905600,8972600,5444500,6012500,6542100,11231600,3629300,1296200,2478100,1630000,960400,4188000,578500,5506100,3655900,6723000,5643500,1306500,2216400,5625122,4989300,8344400,5038000,46063900,1427500,1812600,3802900,1513000,13886065,35915550,6896600,4681000,16530030,7951200,524300,80396300,27471900,6600700,5709800,3670000,7465700,6611600,7445200,31234700,8737700,6295400,1312200,6636300,3361900,4125000,28202700,3654900,1966700,4403900,1518700,4536600,2346500,2598400,1109800,1657800,3262400,1109800,3823500,2187000,3788600,11045200,26277000,62444400,8153700,2205000,4733200,2333200
2023-12-26,6884800,3673700,6302000,6112900,1209700,10881600,3983200,2428700,13390200,1932400,11907000,3491400,6023859,3360500,1500600,4176900,899,3765400,3262600,1305500,5852900,2940300,10313810,6301000,11772200,971300,15350000,3735900,5582500,3484700,8206300,2895700,923800,1666900,1546900,951900,2480500,688200,4652600,3687800,2023900,2566000,901600,1514500,2400241,6073800,4270900,3452000,21471000,1445500,2166200,1836500,1338500,13760143,25448940,2389400,2389600,11219890,7953200,476100,66413300,8263600,3611800,6007100,1988700,4883500,5316300,4738700,23466800,9817500,7602300,1075500,6130100,2474100,3563400,15886100,1435100,1704900,5955900,768800,1805800,2646200,1852500,924200,1694700,2092500,1135500,2609300,1542500,3141600,5271400,12149500,3406300,5603900,1397000,3173100,1282100
2023-12-27,10305900,3034900,7944400,7375500,840800,16243800,3372500,2495300,17838700,2464600,7197600,6161600,4503280,5075700,1811900,2884100,2909,4433200,2774400,852200,3919100,3160200,7779850,8052400,15130300,1297200,13627000,4895900,7417700,3860700,6799700,3004500,1133600,2472600,1963000,741800,2256100,598100,6821000,3670000,1722600,2215200,1454500,1601500,4538642,5659200,4592300,4418000,26298000,871700,1260600,1249300,1981200,20439046,19994150,2335200,2978400,11278520,5644200,466700,129704100,1668900,3023500,9978500,2061000,8110700,6137200,5073800,19588500,9094100,6627600,887000,3543100,2627900,4046700,17379800,3012800,1465600,4905300,1021000,1295900,3171800,1128800,1026600,1617900,2579700,650100,2926000,1833100,3593600,4396600,13821200,3289400,4729600,3446400,2730800,2328900
2023-12-28,16500300,4891800,10988900,10232700,1364500,20491200,5840400,3375400,14852700,2512300,5368200,3660200,3450804,5348800,1056800,3878000,2797,5641900,2317900,1919300,5536700,3423500,13371410,5803100,14615200,1111700,9721200,2713600,3669000,3156500,71001900,3412900,2540300,2284400,3285600,925200,4525600,848900,25890400,9185800,1066800,3131400,1349300,8182700,5254202,4717700,5645600,6823300,31749900,994200,1519100,1390800,12457500,24693802,13810830,2621300,4046600,12856580,12153500,2861200,120276700,1734900,6361100,13504400,1722500,6219900,5493800,11746400,21421900,12054700,7871200,748600,2337200,3658400,5017100,15616800,3291500,2336800,3404700,1103000,1581200,4496000,1401700,1102300,3028300,2560700,1739100,3623900,2839400,3931100,7530100,16545800,16865200,8224200,2755000,3536300,1983800
2024-01-02,11690200,6747600,6907000,17737100,2316200,30729000,8170500,4545600,31715700,3584300,15690200,4191900,4391818,5020500,3148900,4372600,1811,6509100,2953900,1570400,3988500,4084400,13726830,7861400,24095200,1197800,14192700,4574900,5096300,4502100,39062900,4831100,2261400,3588600,4884700,1479200,3568400,876500,5797500,8767600,2244300,4762600,2399000,2855400,6753603,3178000,8251800,7046500,32581000,1237300,3161800,2342700,2271400,17731734,20843020,4261800,4814800,18524550,11838700,570900,115658000,3000900,4588500,10530100,3083100,8391200,8148600,6743900,24043800,16176400,7566100,1002600,5489900,2940000,13279700,11094100,4877200,3219700,7037300,1714900,1690300,4583500,3022800,2062700,5693600,2961200,2001500,11609500,2837100,4732900,10367400,18021800,7235600,11710000,6170400,3991200,2432900
2024-01-03,17612200,5291200,4707900,14705100,1754000,43928000,8148400,2979400,20470600,4581100,11318900,2340000,6296453,10161200,2057100,5734800,1603,12394100,4236500,1402500,2959400,4541200,19080880,6495600,19101700,1154600,14887400,3120700,3781300,5513700,18413400,8445100,2431000,2319400,2978600,922800,3762800,558100,10774700,8506500,3446900,5912100,2048400,3177300,7369443,2245200,8780800,5825000,47113900,1627100,3040400,1372400,2016200,19175085,20383990,5590800,3671400,16300460,8239100,415300,86494900,2837200,8297600,16198700,2072400,5965100,15455300,9800500,52300200,12606600,17020600,628300,3498500,2722000,18307700,11071200,3893300,2200100,5667700,833600,1300000,2242900,1750700,1335800,3366800,3343500,2592100,6208900,3030700,4442100,9136100,25315100,3652900,8606000,4471200,6435500,3876700
2024-01-04,19996000,5359000,4543500,10871600,1756100,41789500,8099900,4189100,31294000,4831000,14463400,3046600,6082509,7690100,1505900,4438800,2679,9288200,2761800,2141800,4799100,5449400,15479620,9880300,27099300,763800,13116300,3575200,5854500,5293800,20453400,9310600,1716500,3056700,3329100,719600,3017000,553200,7915400,4154900,1683800,5248000,1913300,1828100,7351083,3034800,7236900,5363300,47624100,4872200,4988500,1907700,1939900,26448372,29243720,4164000,2930700,16984550,7361800,541000,125631300,4512700,6963800,18504800,2137000,7796200,16215200,10680600,45344900,10867900,7873100,758700,4604100,2288500,7859600,10576600,2447500,5578000,7653400,1391800,1397400,3490900,1699500,1462500,2786200,1914500,1464900,4718600,3736300,4688900,10181100,18707000,4140400,9690800,3067400,5461100,3491200
2024-01-05,18293900,4745600,5414300,11849000,1506100,39303900,8227900,3674400,30772400,6319900,7790500,2888800,3017418,8636100,2183700,3417300,1027,6871200,3577100,1681800,4257100,3589900,15961270,5359000,24209100,725000,18527600,5116600,5653300,5558900,22545000,6993000,1186700,4583300,2033300,958600,3085000,453900,4358900,8208100,1768400,6881400,1608400,1709700,8587563,4324500,6934700,6055100,50722200,1905500,2957500,1740000,4010800,28532299,30499040,4090300,3004300,14102330,10571400,512000,143307000,3871600,4654600,16217100,1516100,4845600,17015100,6858500,35783700,8829300,9965800,908100,4555500,3257700,16550600,11373500,3809300,1586400,7448200,990000,1336400,2171100,1683600,1711700,4145000,2229700,1059100,3576800,2165900,4852400,10458400,21082500,4093900,8398400,5387600,9274700,3670500
2024-01-08,11014600,10160400,3871600,19427700,2261100,27469900,9053800,2185700,21044300,3455700,8735400,3271900,4044932,7777700,1993300,13105900,1565,8423800,2128200,1437800,3066600,5943500,15547740,6873500,15626600,1984900,14358600,11337800,6728300,3769100,14131000,4880200,1188500,3931800,1868400,1038900,3643100,657500,4722900,10494200,5064400,15471500,1851600,1667000,9935044,2798200,6204500,7744400,40303500,2257200,2011000,1500200,3344400,16690508,12991770,3050400,3727700,17168250,8121100,274000,137606300,3097400,3323600,17698600,2407000,10023400,10433400,9800700,35158100,10396000,9674200,831900,2662100,4429500,10537300,8738900,4818600,2600100,5556800,1248400,1272800,1653400,1749600,2907400,3725700,2529400,918300,4639600,2512800,7431300,6237800,23013300,3868400,6535200,3627400,3433300,3506400
2024-01-09,15705100,3158300,2716300,12110100,1493900,30342700,7683800,6886900,49479300,4025700,6923600,2773300,4400464,7135300,2504000,10290300,1222,6912300,2970900,1824300,4350400,3495100,19653400,5697400,18562200,1468600,18711500,9145700,5559200,6492000,23730800,3784800,1405100,4128600,2163000,842000,5202800,742100,2477300,8769100,2818500,4619000,945100,1908400,19194248,5027700,15851800,4206600,56169500,2415700,2422800,1116900,3185600,14457247,20833890,5939200,2780100,15296490,21792000,279300,165467800,1325800,5081900,8936200,2244800,7605700,11245500,12493100,27279000,4890500,7332800,1092500,3100800,4092400,8395500,9725900,6196600,2501000,3826500,1912100,1191300,1660000,3726900,4332200,1934600,2987300,971100,5887000,2537000,4238500,11028500,15257400,5596100,10270400,6043000,5964800,2352600
2024-01-10,18313300,3796000,5850900,13024100,1338800,20165800,4939300,4337600,39455700,3202100,8128600,2300700,5957200,5303200,2292200,4688700,795,6899200,3936500,826300,2821400,4045100,16270930,12212000,18109500,1495800,18970100,5503300,7421700,8700900,18782200,3126200,1871900,2321500,2128800,1210600,6540600,1695100,13883200,9613800,780700,5218000,1177300,6892300,25515250,3749800,20112800,5727900,37888400,1500900,2325200,977900,3194800,9992306,11089760,4094900,2844900,14417040,9037100,533500,128582000,3053700,5291800,17351300,2100200,6339600,11735700,12142400,27382000,20170400,21864900,1691800,2915600,3312700,9332600,8756400,5260800,2798800,6144500,3307200,1825800,2942500,3038100,1455600,2723300,2025300,1346000,6029800,1756900,3096600,17215800,21354600,4601100,5474900,2979200,3191100,2280700
2024-01-11,22254100,4656900,4169400,12722400,1027400,23289000,6743100,5539300,30915500,4130200,10348200,5576800,6289868,6505300,2102000,7351100,618,6377600,2660800,1581700,3006700,3983200,24623170,8973000,25274800,1935100,12918400,4552000,5205200,7038900,14263000,5594100,3479500,1611300,2088200,1046900,10569600,1606700,7919700,6590800,4117300,5189300,2206400,1839900,12556805,2963700,11080300,9059500,36486700,2299700,2603400,1216000,1583600,13965794,22441320,7743700,2801700,13872760,10879100,361100,170166300,4019300,5413900,68755900,3457700,7040500,10023300,8502900,26564400,13878700,13629200,1949600,2276200,4311100,9924600,21979600,3056900,3535200,5918800,1794200,6432800,2684900,2463500,1071000,2237500,3879800,2520500,8007300,3116600,4782900,11735500,20289100,4234100,7903800,3082200,4883200,2688900
2024-01-12,20300600,3662600,4240600,11307300,1699900,24421600,5063300,6260700,39595400,3381800,10618700,3577200,4541810,9232800,1920200,5067700,1164,9557600,3752800,2375400,3052500,3731200,11999780,11809400,12547300,1190400,12987300,18879400,5778900,6256800,19677500,6672800,3090800,3340400,2199600,1434100,3974800,1378800,3235200,3995100,3987900,3960100,4302200,992400,7463043,3843800,9785600,9802900,69213200,2488800,2845000,1079000,1160300,14624826,26804250,6487000,3860600,19522360,11736000,637100,230574000,6060700,6768400,84710500,3357300,6314200,23295500,5163800,24479500,17045900,9859300,2704300,4778000,3002300,9382800,15347000,3646600,2593000,5675400,1980100,1843000,2128400,2190900,2214400,2836500,3194900,1019700,11038200,2009100,7635000,5225700,16343400,4898500,6236200,3909800,4474600,3639100
2024-01-15,4752100,1490000,1799900,15553100,1991700,13922400,8413800,2719600,11765400,2596100,5973300,2238000,3422719,2266100,1468400,3859400,737,3193000,1179600,939300,1908200,2559900,9478690,9595800,7501900,747600,8596800,5490700,4557300,2763100,14122800,2165600,1058900,2815800,1852400,1420600,5982100,1777700,1649100,4571600,884600,5619400,1147100,960200,6035042,2689400,5946600,23922900,25791000,888300,1404000,658000,1069600,10502741,10844240,2371300,1680900,8052880,4128300,159600,112816600,2754400,2186000,32865500,1434300,3277600,34092301,2358000,13818300,5823600,5513600,1355100,2028800,1919500,3910300,5014300,0,1103700,2178400,1334400,1345800,1917200,1290500,671300,1342500,1117900,933100,1902800,1117000,1409400,3936400,12745700,2435000,7201400,1392800,2592600,1898300
2024-01-16,24233000,3104600,5192300,27264000,2150500,36138100,8972200,8045900,48307800,4458500,23672200,3525700,8011377,6385000,2171000,5245500,979,12673700,2396000,1939000,2903100,5217900,21255000,8415700,27262200,2718200,14157200,5618000,7627800,8547200,16368300,5254100,2342200,3536200,3060800,1681600,8876500,2672900,6778000,6340200,2240700,6178500,1823800,1863000,15841686,2830200,11790800,19114700,40855100,1609400,2324300,1678600,2037500,29401833,39054620,8494900,4534300,13048750,9560300,509000,261907400,5594500,6011500,30464900,3959700,11303600,31434199,11899500,31277700,17538500,8789000,2495100,5495600,6033500,10939800,27618000,5689500,1828300,5204200,3352400,2351900,3127600,3029100,1723900,1970700,3500000,1459600,4848500,3017200,7354100,9780800,22620300,5574900,12346800,4188600,7196800,3342000
2024-01-17,12493800,3520600,4032400,14089500,3826600,26273900,9683100,5681600,35712900,6898600,7462200,2310600,7954584,15066500,4700200,5665400,1434,10201600,5080600,1891500,3599200,4754600,23059530,6304300,25342900,2499200,12786000,7126500,6537800,9775200,24493400,5029400,911700,3311500,3517000,1476100,5656000,1251300,2888700,5504100,2979900,10262100,956200,2408700,10993924,9991800,9819600,9086800,62258700,2214400,3049200,1393800,1970400,21806570,29703740,5748400,4912500,16060660,11545900,433000,119069600,6155900,2884600,31070600,2796600,9285700,12288100,13086900,27577300,15658500,15310200,2424400,6576700,6286000,26977100,11262900,3390200,1674000,4370300,2179200,3041200,2315900,7217600,1190400,2832800,2590700,1119700,8260100,2378400,5159600,8905300,43086400,9250300,10440600,7417600,4706900,3919300
2024-01-18,18425500,4100700,5974900,11013300,2361900,30560300,7324400,8747200,42665600,6212300,9312600,3274700,6157111,8906400,2397700,28367200,483,7574600,2605900,4704800,3448600,5300800,18198830,4174400,20379100,2043600,11754300,4014300,9146000,10584000,18590600,5299700,2228600,3047700,3883600,1855200,4940400,1753500,1875400,7214600,7029700,9437500,3559100,2914200,20207768,2778900,10442100,12599500,227808300,3310200,1808500,1004200,2092900,23617247,24867920,6269800,4630200,15585240,11465100,326000,245451500,6092500,3351700,18967500,2210900,7280800,9330600,10013300,22987200,17752300,7214300,1434600,6544100,5438300,9141300,9675400,3308100,11773400,5815100,1827100,2481000,4839400,4595800,1099700,4880900,3416400,2218000,4103500,2211200,4586400,19477800,30490600,11608200,6088800,4322800,4085900,2323000
